Port;Transport;Protocol;
4111;TCP, UDP;Xgrid.;
4112;TCP, UDP;Apple VPN Server Reporting Protocol.;
4113;TCP, UDP;AIPN LS Registration.;
4114;TCP, UDP;JomaMQMonitor.;
4115;TCP, UDP;CDS Transfer Agent.;
4116;TCP, UDP;smartcard-TLS.;
4117;TCP, UDP;xmLive Streaming Service;
4118;TCP, UDP;Netadmin Systems NETscript service.;
4119;TCP, UDP;Assuria Log Manager.;
4120;TCP, UDP;XtreamX hybrid peer-to-peer message.;
4121;TCP, UDP;e-Builder Application Communication.;
4122;TCP, UDP;Fiber Patrol Alarm Service.;
4123;TCP, UDP;Z-Wave Protocol.;
4124;TCP, UDP;Rohill TetraNode Ip Gateway v2.;
4125;TCP, UDP;Opsview Envoy.;
4126;TCP, UDP;Data Domain Replication Service.;
4127;TCP, UDP;NetUniKeyServer.;
4128;TCP, UDP;NuFW decision delegation protocol.;
4129;TCP, UDP;NuFW authentication protocol.;
4130;TCP, UDP;FRONET message protocol.;
4131;TCP, UDP;Global Maintech Stars.;
4132;TCP, UDP;NUTS Daemon.;
4133;TCP, UDP;NUTS Bootp Server.;
4134;TCP, UDP;NIFTY-Serve HMI protocol.;
4135;TCP, UDP;Classic Line Database Server Attach.;
4136;TCP, UDP;Classic Line Database Server Request.;
4137;TCP, UDP;Classic Line Database Server Remote.;
4138;TCP, UDP;nettest.;
4139;TCP, UDP;Imperfect Networks Server.;
4140;TCP, UDP;Cedros Fraud Detection System.;
4141;TCP, UDP;Workflow Server.;
4142;TCP, UDP;Document Server.;
4143;TCP, UDP;Document Replication.;
4144;TCP, UDP;Compuserve (unoffically).;
4145;TCP, UDP;VVR Control.;
4146;TCP, UDP;TGCConnect Beacon.;
4147;TCP, UDP;Multum Service Manager.;
4148;TCP, UDP;HHB Handheld Client.;
4149;TCP, UDP;A10 GSLB Service.;
4150;TCP, UDP;PowerAlert Network Shutdown Agent.;
4151;TCP, UDP;Men & Mice Remote Control.;
4152;TCP, UDP;iDigTech Multiplex.;
4153;TCP, UDP;MBL Remote Battery Monitoring.;
4154;TCP, UDP;atlinks device discovery.;
4155;TCP, UDP;Bazaar version control system.;
4156;TCP, UDP;STAT Results.;
4157;TCP, UDP;STAT Scanner Control.;
4158;TCP, UDP;STAT Command Center.;
4159;TCP, UDP;Network Security Service.;
4160;TCP, UDP;Jini Discovery.;
4161;TCP, UDP;OMS Contact.;
4162;TCP, UDP;OMS Topology.;
4163;TCP, UDP;Silver Peak Peer Protocol.;
4164;TCP, UDP;Silver Peak Communication Protocol.;
4165;TCP, UDP;ArcLink over Ethernet.;
4166;TCP, UDP;Joost Peer to Peer Protocol.;
4167;TCP, UDP;DeskDirect Global Network.;
4168;TCP, UDP;PrintSoft License Server.;
4169;TCP, UDP;Automation Drive Interface Transport.;
4170;TCP;SMPTE Content Synchonization Protocol.;
4171;TCP;Maxlogic Supervisor Communication.;
4172;TCP, UDP;PC over IP.;
4173;UDP;MMA Device Discovery.;
4174;TCP;StorMagic Cluster Services.;
4174;UDP;StorMagic Discovery.;
4175;TCP;Brocade Cluster Communication Protocol.;
4176;TCP;Translattice Cluster IPC Proxy.;
4177;TCP, UDP;Wello P2P pubsub service.;
4178;TCP, UDP;StorMan.;
4179;TCP, UDP;Maxum Services.;
4180;TCP, UDP;HTTPX.;
4181;TCP, UDP;MacBak.;
4182;TCP, UDP;Production Company Pro TCP Service.;
4183;TCP, UDP;General Metaverse Messaging Protocol.;
4184;TCP, UDP;UNIVERSE SUITE MESSAGE SERVICE.;
4185;TCP, UDP;Woven Control Plane Protocol.;
4186;TCP, UDP;Box Backup Store Service.;
4187;TCP, UDP;Cascade Proxy.;
4188;TCP, UDP;Vatata Peer to Peer Protocol.;
4189;TCP, UDP;PCEP, Path Computation Element Communication Protocol.;
4190;TCP;ManageSieve.;
4191;TCP, UDP;Dual Stack MIPv6 NAT Traversal. (RFC 5555).;
4192;TCP;Azeti Agent Service.;
4192;UDP;azeti blinddate.;
4193;TCP, UDP;PxPlus remote file server.;
4199;TCP, UDP;EIMS ADMIN.;
4242;TCP;Crashplan Back-up Service;
4243;TCP;Crashplan Back-up App;
4280;TCP;Crashplan Back-up Service PRO-e HTTP;
4282;TCP;Crashplan Back-up Service PRO-e;
4285;TCP;Crashplan Back-up Service PRO-e HTTPS;
4300;TCP, UDP;Corel CCam.;
4301;TCP, UDP;Diagnostic Data.;
4302;TCP, UDP;Diagnostic Data Control.;
4303;TCP, UDP;Simple Railroad Command Protocol.;
4304;TCP, UDP;One-Wire Filesystem Server.;
4305;TCP, UDP;better approach to mobile ad-hoc network.;
4306;TCP, UDP;Hellgate London.;
4307;TCP, UDP;Visicron Videoconference Service.;
4308;TCP, UDP;CompX-LockView.;
4309;TCP, UDP;Exsequi Appliance Discovery.;
4310;TCP, UDP;Mir-RT exchange service.;
4311;TCP, UDP;P6R Secure Server Management Console.;
4312;TCP, UDP;Parascale Membership Manager.;
4313;TCP, UDP;PERRLA User Services.;
4320;TCP, UDP;FDT Remote Categorization Protocol.;
4321;TCP, UDP;RWhois, Referral Whois Protocol.;
4322;TCP, UDP;TRIM Event Service.;
4323;TCP, UDP;TRIM ICE Service.;
4324;TCP, UDP;Balour Game Server.;
4325;TCP, UDP;Cadcorp GeognoSIS Manager Service.;
4326;TCP, UDP;Cadcorp GeognoSIS Service.;
4327;TCP, UDP;Jaxer Web Protocol.;
4328;TCP, UDP;Jaxer Manager Command Protocol.;
4329;TCP;PubliQare Distributed Environment Synchronisation Engine.;
4340;TCP, UDP;Gaia Connector Protocol.;
4341;TCP, UDP;LISP Data Packets.;
4342;TCP;LISP-CONS Control.;
4342;UDP;LISP Data-Triggered Control.;
4343;TCP, UDP;UNICALL.;
4344;TCP, UDP;VinaInstall.;
4345;TCP, UDP;Macro 4 Network AS.;
4346;TCP, UDP;ELAN LM.;
4347;TCP, UDP;LAN Surveyor.;
4348;TCP, UDP;ITOSE.;
4349;TCP, UDP;File System Port Map.;
4350;TCP, UDP;Net Device.;
4351;TCP, UDP;PLCY Net Services.;
4352;TCP, UDP;Projector Link.;
4353;TCP, UDP;F5 iQuery.;
4354;TCP, UDP;QSNet Transmitter.;
4355;TCP, UDP;QSNet Workstation.;
4356;TCP, UDP;QSNet Assistant.;
4357;TCP, UDP;QSNet Conductor.;
4358;TCP, UDP;QSNet Nucleus.;
4359;TCP, UDP;OMA BCAST Long-Term Key Messages.;
4360;TCP, UDP;Matrix VNet Communication Protocol.;
4361;TCP, UDP;NavCom Discovery and Control Port.;
4362;UDP;AFORE vNode Discovery protocol.;
4368;TCP, UDP;WeatherBrief Direct.;
4369;TCP, UDP;Erlang Port Mapper Daemon.;
4370;TCP, UDP;ELPRO V2 Protocol Tunnel.;
4371;TCP, UDP;LAN 2 CAN connection service.;
4372;TCP, UDP;LAN 2 CAN information service.;
4373;TCP, UDP;Remote Authenticated Command Service.;
4374;TCP, UDP;PSI Push-to-Talk Protocol.;
4375;TCP, UDP;Toltec EasyShare.;
4376;TCP, UDP;BioAPI Interworking.;
4377;TCP, UDP;Cambridge Pixel SPx Server.;
4378;TCP, UDP;Cambridge Pixel SPx Display.;
4379;TCP, UDP;CTDB.;
4389;TCP, UDP;Xandros Community Management Service.;
4390;TCP, UDP;Physical Access Control.;
4391;TCP, UDP;American Printware IMServer Protocol.;
4392;TCP, UDP;American Printware RXServer Protocol.;
4393;TCP, UDP;American Printware RXSpooler Protocol.;
4394;TCP, UDP;American Printware Discovery.;
4395;TCP, UDP;OmniVision communication for Virtual environments.;
4396;TCP, UDP;Fly Object Space.;
4400;TCP, UDP;ASIGRA Services.;
4401;TCP, UDP;ASIGRA Televaulting DS-System Service.;
4402;TCP, UDP;ASIGRA Televaulting DS-Client Service.;
4403;TCP, UDP;ASIGRA Televaulting DS-Client Monitoring/Management.;
4404;TCP, UDP;ASIGRA Televaulting DS-System Monitoring/Management.;
4405;TCP, UDP;ASIGRA Televaulting Message Level Restore service.;
4406;TCP, UDP;ASIGRA Televaulting DS-Sleeper Service.;
4407;TCP, UDP;Network Access Control Agent.;
4408;TCP;SLS Technology Control Centre.;
4409;TCP;Net-Cabinet comunication.;
4410;TCP;RIB iTWO Application Server.;
4411;TCP;Found Messaging Protocol.;
4425;TCP, UDP;NetROCKEY6 SMART Plus Service.;
4426;TCP, UDP;SMARTS Beacon Port.;
4427;TCP, UDP;Drizzle database server.;
4428;TCP, UDP;OMV-Investigation Server-Client.;
4429;TCP, UDP;OMV Investigation Agent-Server.;
4430;TCP, UDP;REAL SQL Server.;
4431;TCP;adWISE Pipe.;
4432;TCP, UDP;L-ACOUSTICS management.;
4433;TCP;Versile Object Protocol.;
4441;UDP;Netblox Protocol.;
4442;TCP, UDP;Saris.;
4443;TCP, UDP;Pharos.;
4444;TCP, UDP;NV Video default;
4445;TCP, UDP;UPNOTIFYP.;
4446;TCP, UDP;N1-FWP.;
4447;TCP, UDP;N1-RMGMT.;
4448;TCP, UDP;ASC Licence Manager.;
4449;TCP, UDP;PrivateWire.;
4450;TCP, UDP;Camp, Common ASCII Messaging Protocol.;
4451;TCP, UDP;CTI System Msg.;
4452;TCP, UDP;CTI Program Load.;
4453;TCP, UDP;NSS Alert Manager.;
4454;TCP, UDP;NSS Agent Manager.;
4455;TCP, UDP;PR Chat User.;
4456;TCP, UDP;PR Chat Server.;
4457;TCP, UDP;PR Register.;
4458;TCP, UDP;Matrix Configuration Protocol.;
4484;TCP, UDP;hpssmgmt service.;
4485;TCP, UDP;Assyst Data Repository Service.;
4486;TCP, UDP;Integrated Client Message Service.;
4487;TCP, UDP;Protocol for Remote Execution over TCP.;
4488;TCP, UDP;Apple Wide Area Connectivity Service ICE Bootstrap.;
4500;TCP, UDP;ipsec-nat-t, IPsec NAT-Traversal.;
4502;TCP, UDP;A25 (FAP-FGW).;
4534;UDP;Armagetron Advanced Game Server.;
4535;TCP, UDP;Event Heap Server.;
4536;TCP, UDP;Event Heap Server SSL.;
4537;TCP, UDP;WSS Security Service.;
4538;TCP, UDP;isigate.;
4545;TCP, UDP;WorldScores.;
4546;TCP, UDP;SF License Manager (Sentinel).;
4547;TCP, UDP;Lanner License Manager.;
4548;TCP, UDP;Synchromesh.;
4549;TCP, UDP;Aegate PMR Service.;
4550;TCP, UDP;Perman I Interbase Server.;
4551;TCP, UDP;MIH Services.;
4552;TCP, UDP;Men and Mice Monitoring.;
4553;TCP, UDP;ICS host services.;
4554;TCP, UDP;MS FRS Replication.;
4555;TCP, UDP;RSIP, Realm Specific IP.;
4556;TCP, UDP;DTN Bundle CL Protocol.;
4557;TCP, UDP;Marathon everRun Quorum Service Server.;
4558;TCP, UDP;Marathon everRun Quorum Service Manager.;
4559;TCP, UDP;HylaFAX.;
4566;TCP, UDP;Kids Watch Time Control Service.;
4567;TCP, UDP;TRAM.;
4568;TCP, UDP;BMC Reporting.;
4569;TCP, UDP;IAX, Inter-Asterisk eXchange.;
4590;TCP;RID, Real-time Inter-network Defense over HTTP/TLS.;
4591;TCP, UDP;HRPD L3T (AT-AN).;
4592;TCP, UDP;HRPD-ITH (AT-AN).;
4593;TCP, UDP;IPT (ANRI-ANRI).;
4594;TCP, UDP;IAS-Session (ANRI-ANRI).;
4595;TCP, UDP;IAS-Paging (ANRI-ANRI).;
4596;TCP, UDP;IAS-Neighbor (ANRI-ANRI).;
4597;TCP, UDP;A21 (AN-1xBS).;
4598;TCP, UDP;A16 (AN-AN).;
4599;TCP, UDP;A17 (AN-AN).;
4600;TCP, UDP;Piranha1.;
4601;TCP, UDP;Piranha2.;
4602;TCP, UDP;EAX MTS Server.;
4603;TCP, UDP;Men & Mice Upgrade Agent.;
4658;TCP, UDP;PlayStation2 App Port.;
4659;TCP, UDP;PlayStation2 Lobby Port.;
4660;TCP, UDP;smaclmgr.;
4661;TCP, UDP;Kar2ouche Peer location service.;
4662;TCP, UDP;OrbitNet Message Service.;
4663;TCP, UDP;Note It! Message Service.;
4664;TCP, UDP;Rimage Messaging Server.;
4665;TCP, UDP;Container Client Message Service.;
4666;TCP, UDP;E-Port Message Service.;
4667;TCP, UDP;MMA Comm Services.;
4668;TCP, UDP;MMA EDS Service.;
4669;TCP, UDP;E-Port Data Service.;
4670;TCP, UDP;Light packets transfer protocol.;
4671;TCP, UDP;Bull RSF action server.;
4672;TCP, UDP;Remote file access server.;
4673;TCP, UDP;CXWS Operations.;
4674;TCP, UDP;AppIQ Agent Management.;
4675;TCP, UDP;BIAP Device Status.;
4676;TCP, UDP;BIAP Generic Alert.;
4677;TCP, UDP;Business Continuity Service.;
4678;TCP, UDP;boundary traversal.;
4679;TCP, UDP;MGE UPS Supervision.;
4680;TCP, UDP;MGE UPS Management.;
4681;TCP, UDP;Parliant Telephony System.;
4682;TCP, UDP;finisar.;
4683;TCP, UDP;Spike Clipboard Service.;
4684;TCP, UDP;RFID Reader Protocol 1.0.;
4685;TCP, UDP;Autopac Protocol.;
4686;TCP, UDP;Manina Service Protocol.;
4687;TCP, UDP;Network Scanner Tool FTP.;
4688;TCP, UDP;Mobile P2P Service.;
4689;TCP, UDP;Altova DatabaseCentral.;
4690;TCP, UDP;Prelude IDS message protocol.;
4691;TCP,UDP;Monotone Network Protocol.;
4692;TCP, UDP;Conspiracy messaging.;
4700;TCP, UDP;NetXMS Agent.;
4701;TCP, UDP;NetXMS Management.;
4702;TCP, UDP;NetXMS Server Synchronization.;
4703;TCP, UDP;Network Performance Quality Evaluation System Test Service.;
4704;TCP, UDP;Assuria Insider.;
4725;TCP, UDP;TruckStar Service.;
4726;UDP;A26 (FAP-FGW).;
4727;TCP;F-Link Client Information Service.;
4727;UDP;F-Link Client Information Service Discovery.;
4728;TCP, UDP;CA Port Multiplexer.;
4729;TCP, UDP;GSM Interface Tap.;
4730;TCP, UDP;Gearman Job Queue System.;
4731;TCP, UDP;Remote Capture Protocol.;
4732;TCP, UDP;OHM server trigger.;
4733;TCP, UDP;RES Orchestration Catalog Services.;
4737;TCP, UDP;IPDR/SP.;
4738;TCP, UDP;SoleraTec Locator.;
4739;TCP;IPFIX, IP Flow Information Export.;
4740;TCP, UDP;ipfix protocol over TLS;
4741;TCP, UDP;Luminizer Manager.;
4742;TCP, UDP;SICCT Service Discovery Protocol.;
4743;TCP, UDP;openhpi HPI service.;
4744;TCP, UDP;Internet File Synchronization Protocol.;
4745;TCP, UDP;Funambol Mobile Push.;
4749;TCP, UDP;Profile for Mac.;
4750;TCP, UDP;Simple Service Auto Discovery.;
4751;TCP, UDP;Simple Policy Control Protocol.;
4752;TCP, UDP;Simple Network Audio Protocol.;
4753;TCP;SIMON, Simple Invocation of Methods Over Network.;
4753;UDP;SIMON, Simple Invocation of Methods Over Network Discovery.;
4784;UDP;BFD, Bidirectional Forwarding Detection multihop control.;
4785;TCP, UDP;Cisco Nexus Control Protocol.;
4786;TCP, UDP;Smart Install Service.;
4787;TCP;Service Insertion Architecture (SIA) Control-Plane.;
4788;TCP;eXtensible Messaging Client Protocol.;
4800;TCP, UDP;Icona Instant Messenging System.;
4801;TCP, UDP;Icona Web Embedded Chat.;
4802;TCP, UDP;Icona License System Server.;
4803;TCP, UDP;Notateit Messaging Discovery.;
4804;TCP, UDP;AJA ntv4 Video System Discovery.;
4827;TCP, UDP;HTCP, Hyper Text Caching Protocol.;
4837;TCP, UDP;Varadero-0.;
4838;TCP, UDP;Varadero-1.;
4839;TCP, UDP;Varadero-2.;
4840;TCP, UDP;OPC UA TCP Protocol.;
4841;TCP, UDP;QUOSA Virtual Library Service.;
4842;TCP, UDP;nCode ICE-flow Library AppServer.;
4843;TCP, UDP;OPC UA TCP Protocol over TLS/SSL.;
4844;TCP, UDP;nCode ICE-flow Library LogServer.;
4845;TCP, UDP;WordCruncher Remote Library Service.;
4846;TCP, UDP;Contamac ICM Service.;
4847;TCP, UDP;Web Fresh Communication.;
4848;TCP, UDP;App Server - Admin HTTP.;
4849;TCP, UDP;App Server - Admin HTTPS.;
4850;TCP, UDP;Sun App Server - NA.;
4851;TCP, UDP;Apache Derby Replication.;
4867;TCP, UDP;Unify Debugger.;
4868;TCP, UDP;Photon Relay.;
4869;TCP, UDP;Photon Relay Debug.;
4870;TCP, UDP;Citcom Tracking Service.;
4871;TCP, UDP;Wired.;
4876;TCP,UDP;Tritium CAN Bus Bridge Service.;
4877;TCP,UDP;Lighting Management Control System.;
4878;UDP;Agilent Instrument Discovery.;
4879;TCP;WSDL Event Receiver.;
4880;TCP;IVI High-Speed LAN Instrument Protocol.;
4881;UDP;SOCP Time Synchronization Protocol.;
4882;UDP;SOCP Control Protocol.;
4883;TCP;Meier-Phelps License Server.;
4884;TCP, UDP;HiveStor Distributed File System.;
4885;TCP, UDP;ABBS.;
4894;TCP, UDP;LysKOM Protocol A.;
4899;TCP, UDP;RAdmin Port.;
4900;TCP, UDP;HyperFileSQL Client/Server Database Engine.;
4901;TCP;FileLocator Remote Search Agent.;
4902;TCP, UDP;magicCONROL RF and Data Interface.;
4912;TCP, UDP;Technicolor LUT Access Protocol.;
4913;TCP, UDP;LUTher Control Protocol.;
4914;TCP, UDP;Bones Remote Control.;
4915;TCP, UDP;Fibics Remote Control Service.;
4937;TCP, UDP;ATSC-M/H Service Signaling Channel.;
4949;TCP,UDP;Munin Graphing Framework.;
4950;TCP, UDP;Sybase Server Monitor.;
4951;TCP, UDP;PWG WIMS.;
4952;TCP, UDP;SAG Directory Server.;
4953;TCP, UDP;Synchronization Arbiter.;
4969;TCP, UDP;CCSS QMessageMonitor.;
4970;TCP, UDP;CCSS QSystemMonitor.;
4984;TCP, UDP;WebYast.;
4985;TCP, UDP;GER HC Standard.;
4986;TCP, UDP;Model Railway Interface Program.;
4987;TCP, UDP;SMAR Ethernet Port 1.;
4988;TCP, UDP;SMAR Ethernet Port 2.;
4989;TCP, UDP;Parallel for GAUSS.;
4990;TCP, UDP;BusySync Calendar Synch. Protocol.;
4991;TCP, UDP;VITA Radio Transport.;
4999;TCP, UDP;Hyper File Client/Server Database Engine Manager.;
5000;TCP, UDP;commplex-main.;
5001;TCP, UDP;commplex-link.;
5002;TCP, UDP;radio free ethernet.;
5003;TCP;FileMaker Inc. - Proprietary transport.;
5003;UDP;FileMaker Inc. - Proprietary name binding.;
5004;UDP;RTP, Real-Time Protocol.;
5005;UDP;RTCP, RTP Control Protocol.;
5006;TCP, UDP;wsm server.;
5007;TCP, UDP;wsm server ssl.;
5008;TCP, UDP;Synapsis EDGE.;
5009;TCP, UDP;Microsoft Windows Filesystem.;
5010;TCP, UDP;TelepathStart.;
5011;TCP, UDP;TelepathAttack.;
5012;TCP, UDP;NetOnTap Service.;
5013;TCP, UDP;FileMaker, Inc. - Proprietary transport.;
5014;TCP, UDP;Overlay Network Protocol.;
5015;TCP, UDP;FileMaker, Inc. - Web publishing.;
5020;TCP, UDP;zenginkyo-1.;
5021;TCP, UDP;zenginkyo-2.;
5022;TCP, UDP;mice server.;
5023;TCP, UDP;Htuil Server for PLD2.;
5024;TCP, UDP;SCPI-TELNET.;
5025;TCP, UDP;SCPI-RAW.;
5026;TCP, UDP;Storix I/O daemon (data).;
5027;TCP, UDP;Storix I/O daemon (stat).;
5028;TCP, UDP;Quiqum Virtual Relais.;
5029;TCP, UDP;Infobright Database Server.;
5030;TCP, UDP;SurfPass.;
5031;TCP, UDP;Direct Message Protocol.;
5032;TCP;SignaCert Enterprise Trust Server Agent.;
5042;TCP, UDP;asnaacceler8db.;
5043;TCP, UDP;ShopWorX Administration.;
5044;TCP, UDP;LXI Event Service.;
5045;TCP, UDP;Open Settlement Protocol.;
5046;TCP, UDP;Vishay PM UDP Service.;
5047;TCP, UDP;iSCAPE Data Broadcasting.;
5048;TCP, UDP;Texai Message Service.;
5049;TCP, UDP;iVocalize Web Conference.;
5050;TCP, UDP;Multimedia conference control tool.;
5051;TCP, UDP;ITA Agent.;
5052;TCP, UDP;ITA Manager.;
5053;TCP;RLM License Server.;
5053;UDP;RLM Discovery Server.;
5054;TCP;RLM administrative interface.;
5055;TCP, UDP;UNOT.;
5056;TCP, UDP;Intecom PS 1.;
5057;TCP, UDP;Intecom PS 2.;
5058;TCP, UDP;Locus Discovery.;
5059;TCP, UDP;SIP Directory Services.;
5060;TCP, UDP;SIP, Session Initiation Protocol.;
5061;TCP, UDP;DTLS, Datagram Transport Layer Security, SIP over TLS.;
5064;TCP, UDP;Channel Access 1.;
5065;TCP, UDP;Channel Access 2.;
5066;TCP, UDP;STANAG-5066-SUBNET-INTF.;
5067;TCP, UDP;Authentx Service.;
5068;TCP, UDP;Bitforest Data Service.;
5069;TCP, UDP;I/Net 2000-NPR.;
5070;TCP, UDP;VersaTrans Server Agent Service.;
5071;TCP, UDP;PowerSchool.;
5072;TCP, UDP;Anything In Anything.;
5073;TCP, UDP;Advantage Group Port Mgr.;
5074;TCP, UDP;ALES Query.;
5075;TCP;Experimental Physics and Industrial Control System.;
5079;TCP, UDP;Cambridge Pixel SPx Reports.;
5080;TCP, UDP;OnScreen Data Collection Service.;
5081;TCP, UDP;SDL - Ent Trans Server.;
5082;TCP, UDP;Qpur Communication Protocol.;
5083;TCP, UDP;Qpur File Protocol.;
5084;TCP, UDP;EPCglobal Low-Level Reader Protocol.;
5085;TCP, UDP;EPCglobal Encrypted LLRP.;
5086;TCP;Aprigo Collection Service.;
5090;TCP, UDP;CARD, Candidate Access Router Discovery.;
5091;TCP, UDP;CXTP, Context Transfer Protocol.;
5092;TCP, UDP;Magpie Binary.;
5093;TCP, UDP;Sentinel LM.;
5094;TCP, UDP;HART-IP.;
5099;TCP, UDP;SentLM Srv2Srv.;
5100;TCP, UDP;Socalia service mux.;
5101;TCP, UDP;Talarian;
5102;TCP, UDP;Oracle OMS non-secure.;
5103;TCP;Actifio C2C.;
5104;UDP;TinyMessage.;
5105;UDP;Hughes Association Protocol.;
5111;TCP, UDP;magicCONROL RF and Data Interface.;
5112;TCP, UDP;PeerMe Msg Cmd Service.;
5113;TCP;NI Device Configuration Protocol.;
5113;UDP;NI Device Discovery and Configuration Protocol.;
5114;TCP, UDP;Enterprise Vault Services.;
5115;TCP, UDP;Symantec Autobuild Service.;
5116;TCP, UDP;EPSON Projecter Image Transfer.;
5117;TCP, UDP;GradeCam Image Processing.;
5133;TCP, UDP;Policy Commander.;
5137;TCP, UDP;MyCTS server port.;
5145;TCP, UDP;rmonitor_secure.;
5146;TCP, UDP;Social Alarm Service.;
5150;TCP, UDP;ATMP, Ascend Tunnel Management Protocol.;
5151;TCP, UDP;ESRI SDE Instance;
5152;TCP, UDP;ESRI SDE Instance Discovery.;
5153;TCP, UDP;ToruX Game Server.;
5154;TCP, UDP;BZFlag game server.;
5155;TCP, UDP;Oracle asControl Agent.;
5156;TCP;Russian Online Game.;
5157;TCP;Mediat Remote Object Exchange.;
5161;TCP, UDP;SNMP over SSH Transport Model.;
5163;TCP, UDP;Shadow Backup.;
5164;TCP;Virtual Protocol Adapter.;
5164;UDP;Virtual Protocol Adapter Discovery.;
5165;TCP, UDP;ife_1corp.;
5166;TCP, UDP;WinPCS Service Connection.;
5167;TCP, UDP;SCTE104 Connection.;
5168;TCP, UDP;SCTE30 Connection.;
5190;TCP, UDP;America-Online.;
5191;TCP, UDP;AmericaOnline1.;
5192;TCP, UDP;AmericaOnline2.;
5193;TCP, UDP;AmericaOnline3.;
5194;TCP;CipherPoint Config Service.;
5195;TCP;This protocol is used by a license server and client programs to control use of program licenses that float to networked machines.;
5196;TCP;This protocol is used by two programs that exchange table data used in the AMPL modeling language.;
5200;TCP, UDP;TARGUS GetData.;
5201;TCP, UDP;TARGUS GetData 1.;
5202;TCP, UDP;TARGUS GetData 2.;
5203;TCP, UDP;TARGUS GetData 3.;
5209;TCP;Nomad Device Video Transfer.;
5221;TCP;3eTI Extensible Management Protocol for OAMP.;
5222;TCP;XMPP client connection.;
5223;TCP, UDP;HP Virtual Machine Group Management.;
5224;TCP, UDP;HP Virtual Machine Console Operations.;
5225;TCP, UDP;HP Server.;
5226;TCP, UDP;HP Status.;
5227;TCP, UDP;HP System Performance Metric Service.;
5228;TCP;HP Virtual Room Service.;
5232;TCP;Cruse Scanning System Service.;
5233;TCP;Etinnae Network File Service.;
5234;TCP, UDP;EEnet communications.;
5235;TCP, UDP;Galaxy Network Service.;
5236;TCP, UDP;padl2sim.;
5237;TCP, UDP;m-net discovery.;
5245;TCP, UDP;DownTools Discovery Protocol.;
5246;UDP;CAPWAP, Control And Provisioning of Wireless Access Points (control).;
5247;UDP;CAPWAP, Control And Provisioning of Wireless Access Points (data).;
5248;TCP, UDP;CA Access Control Web Service.;
5249;TCP, UDP;CA AC Lang Service.;
5250;TCP, UDP;soaGateway.;
5251;TCP, UDP;CA eTrust VM Service.;
5252;TCP, UDP;Movaz SSC.;
5253;TCP;Kohler Power Device Protocol.;
5264;TCP, UDP;3Com Network Jack Port 1.;
5265;TCP, UDP;3Com Network Jack Port 2.;
5269;TCP;XMPP server.;
5270;TCP, UDP;Cartographer XMP.;
5271;TCP;StageSoft CueLink messaging.;
5271;UDP;StageSoft CueLink discovery.;
5272;TCP, UDP;PK.;
5280;TCP;BOSH, Bidirectional-streams Over Synchronous HTTP.;
5281;TCP;Undo License Manager.;
5282;TCP, UDP;Marimba Transmitter Port.;
5298;TCP, UDP;XMPP Link-Local Messaging.;
5299;TCP, UDP;NLG Data Service.;
5300;TCP, UDP;HA cluster heartbeat.;
5301;TCP, UDP;HA cluster general services.;
5302;TCP, UDP;HA cluster configuration.;
5303;TCP, UDP;HA cluster probing.;
5304;TCP, UDP;HA Cluster Commands.;
5305;TCP, UDP;HA Cluster Test.;
5306;TCP, UDP;Sun MC Group.;
5307;TCP, UDP;SCO AIP.;
5308;TCP, UDP;CFengine.;
5309;TCP, UDP;J Printer.;
5310;TCP, UDP;Outlaws.;
5312;TCP, UDP;Permabit Client-Server.;
5313;TCP, UDP;Real-time & Reliable Data.;
5314;TCP, UDP;opalis-rbt-ipc.;
5315;TCP, UDP;HA Cluster UDP Polling.;
5316;TCP;HPBladeSystem Monitor Service.;
5317;TCP;HP Device Monitor Service.;
5320;TCP, UDP;Webservices-based Zn interface of BSF.;
5321;TCP, UDP;Webservices-based Zn interface of BSF over SSL.;
5343;TCP, UDP;Sculptor Database Server.;
5344;TCP, UDP;xkoto DRCP.;
5350;TCP, UDP;NAT-PMP Status Announcements.;
5351;TCP, UDP;NAT-PMP, NAT Port Mapping Protocol.;
5352;TCP, UDP;Long Lived Query.;
5353;TCP, UDP;mDNS, Multicast DNS.;
5354;TCP, UDP;Multicast DNS Responder IPC.;
5355;TCP, UDP;LLMNR, Linklocal Multicast Name Resolution.;
5356;TCP, UDP;Microsoft Small Business.;
5357;TCP, UDP;Web Services for Devices.;
5358;TCP, UDP;WS for Devices Secured.;
5359;TCP, UDP;Microsoft Alerter.;
5360;TCP, UDP;Protocol for Windows SideShow.;
5361;TCP, UDP;Secure Protocol for Windows SideShow.;
5362;TCP, UDP;Microsoft Windows Server WSD2 Service.;
5363;TCP, UDP;Windows Network Projection.;
5397;TCP, UDP;StressTester(tm) Injector.;
5398;TCP, UDP;Elektron Administration.;
5399;TCP, UDP;SecurityChase.;
5400;TCP, UDP;Excerpt Search.;
5401;TCP, UDP;Excerpt Search Secure.;
5402;TCP, UDP;MFTP.;
5403;TCP, UDP;HPOMS-CI-LSTN.;
5404;TCP, UDP;HPOMS-DPS-LSTN.;
5405;TCP, UDP;NetSupport.;
5406;TCP, UDP;Systemics Sox.;
5407;TCP, UDP;Foresyte-Clear.;
5408;TCP, UDP;Foresyte-Sec.;
5409;TCP, UDP;Salient Data Server.;
5410;TCP, UDP;Salient User Manager.;
5411;TCP, UDP;ActNet.;
5412;TCP, UDP;Continuus.;
5413;TCP, UDP;WWIOTALK.;
