Port;Transport;Protocol;
3505;TCP, UDP;CCM communications port.;
3506;TCP, UDP;APC Device Status Port.;
3507;TCP, UDP;Nesh Broker Port.;
3508;TCP, UDP;Interaction Web.;
3509;TCP, UDP;Virtual Token SSL Port.;
3510;TCP, UDP;XSS Port.;
3511;TCP, UDP;WebMail/2.;
3512;TCP, UDP;Aztec Distribution Port.;
3513;TCP, UDP;Adaptec Remote Protocol.;
3514;TCP, UDP;MUST Peer to Peer.;
3515;TCP, UDP;MUST Backplane.;
3516;TCP, UDP;Smartcard Port.;
3517;TCP, UDP;IEEE 802.11 WLANs WG IAPP.;
3518;TCP, UDP;Artifact Message Server.;
3519;TCP, UDP;Netvion Messenger Port;
3520;TCP, UDP;Netvion Messenger Log Port.;
3521;TCP, UDP;Telequip Labs MC3SS.;
3522;TCP, UDP;DO over NSSocketPort.;
3523;TCP, UDP;Odeum Serverlink.;
3524;TCP, UDP;ECM Server port.;
3525;TCP, UDP;EIS Server port.;
3526;TCP, UDP;starQuiz Port.;
3527;TCP, UDP;VERITAS Backup Exec Server.;
3528;TCP, UDP;JBoss IIOP.;
3529;TCP, UDP;JBoss IIOP/SSL.;
3530;TCP, UDP;Grid Friendly.;
3531;TCP, UDP;Joltid.;
3532;TCP, UDP;Raven Remote Management Control.;
3533;TCP, UDP;Raven Remote Management Data.;
3534;TCP, UDP;URL Daemon Port.;
3535;TCP, UDP;MS-LA.;
3536;TCP, UDP;SNAC.;
3537;TCP, UDP;Remote NI-VISA port.;
3538;TCP, UDP;IBM Directory Server.;
3539;TCP, UDP;IBM Directory Server SSL.;
3540;TCP, UDP;PNRP User Port.;
3541;TCP, UDP;VoiSpeed Port.;
3542;TCP, UDP;HA cluster monitor.;
3543;TCP, UDP;qftest Lookup Port.;
3544;TCP, UDP;Teredo.;
3545;TCP, UDP;CAMAC equipment.;
3547;TCP, UDP;Symantec SIM.;
3548;TCP, UDP;Interworld.;
3549;TCP, UDP;Tellumat MDR NMS.;
3550;TCP, UDP;Secure SMPP.;
3551;TCP, UDP;Apcupsd Information Port.;
3552;TCP, UDP;TeamAgenda Server Port.;
3553;TCP, UDP;Red Box Recorder ADP.;
3554;TCP, UDP;Quest Notification Server.;
3555;TCP, UDP;Vipul's Razor.;
3556;TCP, UDP;Sky Transport Protocol.;
3557;TCP, UDP;PersonalOS Comm Port.;
3558;TCP, UDP;MCP user port.;
3559;TCP, UDP;CCTV control port.;
3560;TCP, UDP;INIServe port.;
3561;TCP, UDP;BMC-OneKey.;
3562;TCP, UDP;SDBProxy.;
3563;TCP, UDP;Watcom Debug.;
3564;TCP, UDP;Electromed SIM port.;
3565;TCP;M2PA, MTP2 User Peer-to-peer Adaptation Layer.;
3566;TCP, UDP;Quest Data Hub.;
3567;TCP, UDP;EMIT protocol stack.;
3568;TCP, UDP;EMIT secure tunnel.;
3569;TCP, UDP;Meinberg Control Service.;
3570;TCP, UDP;MCC Web Server Port.;
3571;TCP, UDP;MegaRAID Server Port.;
3572;TCP, UDP;Registration Server Port.;
3573;TCP, UDP;Advantage Group UPS Suite.;
3574;TCP, UDP;DMAF Server;
3575;TCP, UDP;Coalsere CCM Port.;
3576;TCP, UDP;Coalsere CMC Port.;
3577;TCP, UDP;Configuration Port.;
3578;TCP, UDP;Data Port.;
3579;TCP, UDP;Tarantella Load Balancing.;
3580;TCP, UDP;NATI-ServiceLocator.;
3581;TCP, UDP;Ascent Capture Licensing.;
3582;TCP, UDP;PEG PRESS Server.;
3583;TCP, UDP;CANEX Watch System.;
3584;TCP, UDP;U-DBase Access Protocol.;
3585;TCP, UDP;Emprise License Server.;
3586;TCP, UDP;License Server Console.;
3587;TCP, UDP;Peer to Peer Grouping.;
3588;TCP, UDP;Sentinel Server.;
3589;TCP, UDP;isomair.;
3590;TCP, UDP;WV CSP SMS Binding.;
3591;TCP, UDP;LOCANIS G-TRACK Server.;
3592;TCP, UDP;LOCANIS G-TRACK NE Port.;
3593;TCP, UDP;BP Model Debugger.;
3594;TCP, UDP;MediaSpace.;
3595;TCP, UDP;ShareApp.;
3596;TCP, UDP;Illusion Wireless MMOG.;
3597;TCP, UDP;A14 (AN-to-SC/MM).;
3598;TCP, UDP;A15 (AN-to-AN).;
3599;TCP, UDP;Quasar Accounting Server.;
3600;TCP, UDP;text relay-answer.;
3601;TCP, UDP;Visinet Gui.;
3602;TCP, UDP;InfiniSwitch Mgr Client.;
3603;TCP, UDP;Integrated Rcvr Control.;
3604;TCP, UDP;BMC JMX Port.;
3605;TCP, UDP;ComCam IO Port.;
3606;TCP, UDP;Splitlock Server.;
3607;TCP, UDP;Precise I3.;
3608;TCP, UDP;Trendchip control protocol.;
3609;TCP, UDP;CPDI PIDAS Connection Mon.;
3610;TCP, UDP;ECHONET.;
3611;TCP, UDP;Six Degrees Port.;
3612;TCP, UDP;HP Data Protector.;
3613;TCP, UDP;Alaris Device Discovery.;
3614;TCP, UDP;Satchwell Sigma.;
3615;TCP, UDP;Start Messaging Network.;
3616;TCP, UDP;cd3o Control Protocol.;
3617;TCP, UDP;ATI SHARP Logic Engine.;
3618;TCP, UDP;AAIR-Network 1.;
3619;TCP, UDP;AAIR-Network 2.;
3620;TCP, UDP;EPSON Projector Control Port.;
3621;TCP, UDP;EPSON Network Screen Port.;
3622;TCP, UDP;FF LAN Redundancy Port.;
3623;TCP, UDP;HAIPIS Dynamic Discovery.;
3624;TCP, UDP;Distributed Upgrade Port.;
3625;TCP, UDP;Volley.;
3626;TCP, UDP;bvControl Daemon.;
3627;TCP, UDP;Jam Server Port.;
3628;TCP, UDP;EPT Machine Interface.;
3629;TCP, UDP;ESC/VP.net.;
3630;TCP, UDP;C&S Remote Database Port.;
3631;TCP, UDP;C&S Web Services Port.;
3632;TCP, UDP;distributed compiler.;
3633;TCP, UDP;Wyrnix AIS port.;
3634;TCP, UDP;hNTSP Library Manager.;
3635;TCP, UDP;Simple Distributed Objects.;
3636;TCP, UDP;Pinnacle.;
3637;TCP, UDP;Customer Service port.;
3638;TCP, UDP;EHP Backup Protocol.;
3639;TCP, UDP;xAP, eXtensible Automation Protocol.;
3640;TCP, UDP;Netplay Port 1.;
3641;TCP, UDP;Netplay Port 2.;
3642;TCP, UDP;Juxml Replication port.;
3643;TCP, UDP;AudioJuggler.;
3644;TCP, UDP;ssowatch.;
3645;TCP, UDP;Cyc.;
3646;TCP, UDP;XSS Server Port.;
3647;TCP, UDP;Splitlock Gateway.;
3648;TCP, UDP;Fujitsu Cooperation Port.;
3649;TCP, UDP;Nishioka Miyuki Msg Protocol.;
3650;TCP, UDP;PRISMIQ VOD plug-in.;
3651;TCP, UDP;XRPC Registry.;
3652;TCP, UDP;VxCR NBU Default Port.;
3653;TCP, UDP;TSP, Tunnel Setup Protocol.;
3654;TCP, UDP;VAP RealTime Messenger.;
3655;TCP, UDP;ActiveBatch Exec Agent.;
3656;TCP, UDP;ActiveBatch Job Scheduler.;
3657;TCP, UDP;ImmediaNet Beacon.;
3658;TCP, UDP;PlayStation AMS (Secure).;
3659;TCP, UDP;Apple SASL.;
3660;TCP, UDP;Candle Directory Services using SSL.;
3661;TCP, UDP;Candle Directory Services using SSL.;
3662;TCP, UDP;pserver.;
3663;TCP, UDP;DIRECWAY Tunnel Protocol.;
3664;TCP, UDP;UPS Engine Port.;
3665;TCP, UDP;Enterprise Engine Port.;
3666;TCP, UDP;IBM eServer PAP.;
3667;TCP, UDP;IBM Information Exchange.;
3668;TCP, UDP;Dell Remote Management.;
3669;TCP, UDP;CA SAN Switch Management.;
3670;TCP, UDP;SMILE TCP/UDP Interface.;
3671;TCP, UDP;e Field Control (EIBnet).;
3672;TCP, UDP;LispWorks ORB.;
3673;TCP, UDP;Openview Media Vault GUI.;
3674;TCP, UDP;WinINSTALL IPC port.;
3675;TCP, UDP;CallTrax Data port.;
3676;TCP, UDP;VisualAge Pacbase server.;
3677;TCP, UDP;RoverLog IPC.;
3678;TCP, UDP;DataGuardianLT.;
3679;TCP, UDP;Newton Dock.;
3680;TCP, UDP;NPDS Tracker.;
3681;TCP, UDP;BTS X73 Port.;
3682;TCP, UDP;EMC SmartPackets-MAPI.;
3683;TCP, UDP;BMC EDV/EA.;
3684;TCP, UDP;FAXstfX.;
3685;TCP, UDP;DS Expert Agent.;
3686;TCP, UDP;Trivial Network Management.;
3687;TCP, UDP;simple-push.;
3688;TCP, UDP;simple-push Secure.;
3689;TCP, UDP;Network Jukebox Protocol.;
3690;TCP, UDP;Subversion.;
3691;TCP, UDP;Magaya Network Port.;
3692;TCP, UDP;Brimstone IntelSync.;
3693;TCP, UDP;GTTP, Generic Tunnel Tracing Protocol.;
3694;TCP, UDP;VPN Cookie Prop Protocol.;
3695;TCP, UDP;BMC Data Collection.;
3696;TCP, UDP;Telnet Com Port Control.;
3697;TCP, UDP;NavisWorks Licnese System.;
3698;TCP, UDP;SAGECTLPANEL.;
3699;TCP, UDP;Internet Call Waiting.;
3700;TCP, UDP;LRS NetPage.;
3701;TCP, UDP;NetCelera.;
3702;TCP, UDP;UPNP v2 Discovery.;
3703;TCP, UDP;Adobe Server 3.;
3704;TCP, UDP;Adobe Server 4.;
3705;TCP, UDP;Adobe Server 5.;
3706;TCP, UDP;Real-Time Event Port.;
3707;TCP, UDP;Real-Time Event Secure Port.;
3708;TCP, UDP;Sun App Svr - Naming.;
3709;TCP, UDP;CA-IDMS Server.;
3710;TCP, UDP;PortGate Authentication.;
3711;TCP, UDP;EBD Server 2.;
3712;TCP, UDP;Sentinel Enterprise.;
3713;TCP, UDP;TFTP over TLS.;
3714;TCP, UDP;DELOS Direct Messaging.;
3715;TCP, UDP;Anoto Rendezvous Port.;
3716;TCP, UDP;WV CSP SMS CIR Channel.;
3717;TCP, UDP;WV CSP UDP/IP CIR Channel.;
3718;TCP, UDP;OPUS Server Port.;
3719;TCP, UDP;iTel Server Port.;
3720;TCP, UDP;UF Astro. Instr. Services.;
3721;TCP, UDP;Xsync.;
3722;TCP, UDP;Xserver RAID.;
3723;TCP, UDP;Sychron Service Daemon.;
3724;TCP, UDP;Blizzard Battlenet.;
3725;TCP, UDP;Netia NA-ER Port.;
3726;TCP, UDP;Xyratex Array Manager.;
3727;TCP, UDP;Ericsson Mobile Data Unit.;
3728;TCP, UDP;Ericsson Web on Air.;
3729;TCP, UDP;Fireking Audit Port.;
3730;TCP, UDP;Client Control.;
3731;TCP, UDP;Service Manager.;
3732;TCP, UDP;Mobile Wnn.;
3733;TCP, UDP;Multipuesto Msg Port.;
3734;TCP, UDP;Synel Data Collection Port.;
3735;TCP, UDP;Password Distribution.;
3736;TCP, UDP;RealSpace RMI.;
3737;TCP, UDP;XPanel Daemon.;
3738;TCP, UDP;versaTalk Server Port.;
3739;TCP, UDP;Launchbird LicenseManager.;
3740;TCP, UDP;SixXS Heartbeat Protocol.;
3741;TCP, UDP;WysDM Agent.;
3742;TCP, UDP;CST - Configuration & Service Tracker.;
3743;TCP, UDP;IP Control Systems Ltd.;
3744;TCP, UDP;SASG.;
3745;TCP, UDP;GWRTC Call Port.;
3746;TCP, UDP;LXPRO.COM LinkTest.;
3747;TCP, UDP;LXPRO.COM LinkTest SSL.;
3748;TCP, UDP;webData.;
3749;TCP, UDP;CimTrak.;
3750;TCP, UDP;CBOS/IP ncapsalatoin port.;
3751;TCP, UDP;CommLinx GPRS Cube.;
3752;TCP, UDP;Vigil-IP RemoteAgent.;
3753;TCP, UDP;NattyServer Port.;
3754;TCP, UDP;TimesTen Broker Port.;
3755;TCP, UDP;SAS Remote Help Server.;
3756;TCP, UDP;Canon CAPT Port.;
3757;TCP, UDP;GRF Server Port.;
3758;TCP, UDP;apw RMI registry.;
3759;TCP, UDP;Exapt License Manager.;
3760;TCP, UDP;adTEmpus Client.;
3761;TCP, UDP;GSAKMP, Group Secure Association Key Management Protocol.;
3762;TCP, UDP;GBS SnapMail Protocol.;
3763;TCP, UDP;XO Wave Control Port.;
3764;TCP, UDP;MNI Protected Routing.;
3765;TCP, UDP;Remote Traceroute.;
3766;TCP, UDP;Zieto Communication.;
3767;TCP, UDP;ListMGR Port.;
3768;TCP, UDP;rblcheckd server daemon.;
3769;TCP, UDP;HAIPE Network Keying.;
3770;TCP, UDP;Cinderella Collaboration.;
3771;TCP, UDP;RTP Paging Port.;
3772;TCP, UDP;Chantry Tunnel Protocol.;
3773;TCP, UDP;ctdhercules.;
3774;TCP, UDP;ZICOM.;
3775;TCP, UDP;ISPM Manager Port.;
3776;TCP, UDP;Device Provisioning Port.;
3777;TCP, UDP;Jibe EdgeBurst.;
3778;TCP, UDP;Cutler-Hammer IT Port.;
3779;TCP, UDP;Cognima Replication.;
3780;TCP, UDP;Nuzzler Network Protocol.;
3781;TCP, UDP;ABCvoice server port.;
3782;TCP, UDP;Secure ISO TP0 port.;
3783;TCP, UDP;Impact Mgr./PEM Gateway.;
3784;UDP;BFD, Bidirectional Forwarding Detection control.;
3785;UDP;BFD, Bidirectional Forwarding Detection echo.;
3786;TCP, UDP;VSW Upstrigger port.;
3787;TCP, UDP;Fintrx.;
3788;TCP, UDP;SPACEWAY Routing port.;
3789;TCP, UDP;RemoteDeploy Administration.;
3790;TCP, UDP;QuickBooks RDS.;
3791;TCP, UDP;TV NetworkVideo Data port.;
3792;TCP, UDP;e-watch, Inc. Sitewatch.;
3793;TCP, UDP;DataCore Software.;
3794;TCP, UDP;JAUS Robots.;
3795;TCP, UDP;myBLAST Mekentosj port.;
3796;TCP, UDP;Spaceway Dialer.;
3797;TCP, UDP;idps.;
3798;TCP, UDP;Minilock.;
3799;TCP, UDP;RADIUS Dynamic Authorization.;
3800;TCP, UDP;Print Services Interface.;
3801;TCP, UDP;IBM manager service.;
3802;TCP, UDP;VHD.;
3803;TCP, UDP;SoniqSync.;
3804;TCP, UDP;Harman IQNet Port.;
3805;TCP, UDP;ThorGuard Server Port.;
3806;TCP, UDP;Remote System Manager.;
3807;TCP, UDP;SpuGNA Communication Port.;
3808;TCP, UDP;Sun App Svr-IIOPClntAuth.;
3809;TCP, UDP;Java Desktop System Configuration Agent.;
3810;TCP, UDP;WLAN AS server.;
3811;TCP, UDP;AMP.;
3812;TCP, UDP;netO WOL Server.;
3813;TCP, UDP;Rhapsody Interface Protocol.;
3814;TCP, UDP;netO DCS.;
3815;TCP, UDP;LANsurveyor XML.;
3816;TCP, UDP;Sun Local Patch Server.;
3817;TCP, UDP;Yosemite Tech Tapeware.;
3818;TCP, UDP;Crinis Heartbeat.;
3819;TCP, UDP;EPL Sequ Layer Protocol.;
3820;TCP, UDP;Siemens AuD SCP.;
3821;TCP, UDP;ATSC PMCP Standard.;
3822;TCP, UDP;Compute Pool Discovery.;
3823;TCP, UDP;Compute Pool Conduit.;
3824;TCP, UDP;Compute Pool Policy.;
3825;TCP, UDP;Antera FlowFusion Process Simulation.;
3826;TCP, UDP;WarMUX game server.;
3827;TCP, UDP;Netadmin Systems MPI service.;
3828;TCP, UDP;Netadmin Systems Event Handler.;
3829;TCP, UDP;Netadmin Systems Event Handler External.;
3830;TCP, UDP;Cerner System Management Agent.;
3831;TCP, UDP;Docsvault Application Service.;
3832;TCP, UDP;xxNETserver.;
3833;TCP, UDP;AIPN LS Authentication.;
3834;TCP, UDP;Spectar Data Stream Service.;
3835;TCP, UDP;Spectar Database Rights Service.;
3836;TCP, UDP;MARKEM NEXTGEN DCP.;
3837;TCP, UDP;MARKEM Auto-Discovery.;
3838;TCP, UDP;Scito Object Server.;
3839;TCP, UDP;AMX MeetingManager.;
3840;TCP, UDP;www.FlirtMitMir.de.;
3841;TCP, UDP;Z-Firm ShipRush v3.;
3842;TCP, UDP;NHCI status port.;
3843;TCP, UDP;Quest Common Agent.;
3844;TCP, UDP;RNM.;
3845;TCP, UDP;V-ONE Single Port Proxy.;
3846;TCP, UDP;Astare Network PCP.;
3847;TCP, UDP;MS Firewall Control.;
3848;TCP, UDP;IT Environmental Monitor.;
3849;TCP, UDP;SPACEWAY DNS Preload.;
3850;TCP, UDP;QTMS Bootstrap Protocol.;
3851;TCP, UDP;SpectraTalk Port.;
3852;TCP, UDP;SSE App Configuration.;
3853;TCP, UDP;SONY scanning protocol.;
3854;TCP, UDP;Stryker Comm Port.;
3855;TCP, UDP;OpenTRAC.;
3856;TCP, UDP;INFORMER.;
3857;TCP, UDP;Trap Port.;
3858;TCP, UDP;Trap Port MOM.;
3859;TCP, UDP;Navini Port.;
3860;TCP, UDP;SASP, Server/Application State Protocol.;
3861;TCP, UDP;winShadow Host Discovery.;
3862;TCP, UDP;GIGA-POCKET.;
3863;TCP, UDP;ASAP, Aggregate Server Access Protocol.;
3864;TCP, UDP;ASAP, Aggregate Server Access Protocol over TLS.;
3865;TCP, UDP;xpl automation protocol.;
3866;TCP, UDP;Sun SDViz DZDAEMON Port.;
3867;TCP, UDP;Sun SDViz DZOGLSERVER Port.;
3868;TCP;DIAMETER.;
3869;TCP, UDP;hp OVSAM MgmtServer Disco.;
3870;TCP, UDP;hp OVSAM HostAgent Disco.;
3871;TCP, UDP;Avocent DS Authorization.;
3872;TCP, UDP;OEM Agent.;
3873;TCP, UDP;fagordnc.;
3874;TCP, UDP;SixXS Configuration.;
3875;TCP, UDP;PNBSCADA.;
3876;TCP, UDP;DirectoryLockdown Agent.;
3877;TCP, UDP;XMPCR Interface Port.;
3878;TCP, UDP;FotoG CAD interface.;
3879;TCP, UDP;appss license manager.;
3880;TCP, UDP;microgrid.;
3881;TCP, UDP;Data Acquisition and Control.;
3882;TCP, UDP;DTS Service Port.;
3883;TCP, UDP;VR Peripheral Network.;
3884;TCP, UDP;SofTrack Metering.;
3885;TCP, UDP;TopFlow SSL.;
3886;TCP, UDP;NEI management port.;
3887;TCP, UDP;Leogic Data Transport.;
3888;TCP, UDP;Leogic Services.;
3889;TCP, UDP;D and V Tester Control Port.;
3890;TCP, UDP;Niche Data Server Connect.;
3891;TCP, UDP;Oracle RTC-PM port.;
3892;TCP, UDP;PCC-image-port.;
3893;TCP, UDP;CGI StarAPI Server.;
3894;TCP, UDP;SyAM Agent Port.;
3895;TCP, UDP;SyAM SMC Service Port.;
3896;TCP, UDP;Simple Distributed Objects over TLS.;
3897;TCP, UDP;Simple Distributed Objects over SSH.;
3898;TCP, UDP;IAS, Inc. SmartEye NET Internet Protocol.;
3899;TCP, UDP;ITV Port.;
3900;TCP, UDP;Unidata UDT OS.;
3901;TCP, UDP;NIM Service Handler.;
3902;TCP, UDP;NIMsh Auxiliary Port.;
3903;TCP, UDP;CharsetMGR.;
3904;TCP, UDP;Arnet Omnilink Port.;
3905;TCP, UDP;MUPDATE, Mailbox Update.;
3906;TCP, UDP;TopoVista elevation data.;
3907;TCP, UDP;Imoguia Port.;
3908;TCP, UDP;HP Procurve NetManagement.;
3909;TCP, UDP;SurfControl CPA.;
3910;TCP, UDP;Printer Request Port.;
3911;TCP, UDP;Printer Status Port.;
3912;TCP, UDP;Global Maintech Stars.;
3913;TCP, UDP;ListCREATOR Port.;
3914;TCP, UDP;ListCREATOR Port 2.;
3915;TCP, UDP;Auto-Graphics Cataloging.;
3916;TCP, UDP;WysDM Controller.;
3917;TCP, UDP;AFT multiples port.;
3918;TCP, UDP;PacketCableMultimediaCOPS.;
3919;TCP, UDP;HyperIP.;
3920;TCP, UDP;Exasoft IP Port.;
3921;TCP, UDP;Herodotus Net.;
3922;TCP, UDP;Soronti Update Port.;
3923;TCP, UDP;Symbian Service Broker.;
3924;TCP, UDP;MPL_GPRS_Port.;
3925;TCP, UDP;Zoran Media Port.;
3926;TCP, UDP;WINPort.;
3927;TCP, UDP;ScsTsr.;
3928;TCP, UDP;PXE NetBoot Manager.;
3929;TCP, UDP;AMS Port.;
3930;TCP, UDP;Syam Web Server Port.;
3931;TCP, UDP;MSR Plugin Port.;
3932;TCP, UDP;Dynamic Site System.;
3933;TCP, UDP;PL/B App Server User Port.;
3934;TCP, UDP;PL/B File Manager Port.;
3935;TCP, UDP;SDP, Sockets Direct Protocol port Mapper Protocol.;
3936;TCP, UDP;Mailprox.;
3937;TCP, UDP;DVB Service Disc Port.;
3938;TCP, UDP;Oracel dbControl Agent.;
3939;TCP, UDP;Anti-virus Application Management Port.;
3940;TCP, UDP;XeCP Node Service.;
3941;TCP, UDP;Home Portal Web Server.;
3942;TCP, UDP;satellite distribution.;
3943;TCP, UDP;TetraNode Ip Gateway.;
3944;TCP, UDP;S-Ops Management.;
3945;TCP, UDP;EMCADS Server Port.;
3946;TCP, UDP;BackupEDGE Server.;
3947;TCP, UDP;Connect and Control Protocol for Consumer, Commercial, and Industrial Electronic Devices.;
3948;TCP, UDP;Anton Paar Device Administration Protocol.;
3949;TCP, UDP;Dynamic Routing Information Protocol.;
3950;TCP, UDP;Name Munging.;
3951;TCP, UDP;PWG IPP Facsimile.;
3952;TCP, UDP;I3 Session Manager.;
3953;TCP, UDP;Eydeas XMLink Connect.;
3954;TCP, UDP;AD Replication RPC.;
3955;TCP, UDP;p2pCommunity.;
3956;TCP, UDP;GigE Vision Control.;
3957;TCP, UDP;MQEnterprise Broker.;
3958;TCP, UDP;MQEnterprise Agent.;
3959;TCP, UDP;Tree Hopper Networking.;
3960;TCP, UDP;Bess Peer Assessment.;
3961;TCP, UDP;ProAxess Server.;
3962;TCP, UDP;SBI Agent Protocol.;
3963;TCP, UDP;Teran Hybrid Routing Protocol.;
3964;TCP, UDP;SASG GPRS.;
3965;TCP, UDP;Avanti IP to NCPE API.;
3966;TCP, UDP;BuildForge Lock Manager.;
3967;TCP, UDP;PPS Message Service.;
3968;TCP, UDP;iAnywhere DBNS.;
3969;TCP, UDP;Landmark Messages.;
3970;TCP, UDP;Cobra Client.;
3971;TCP, UDP;Cobra Server.;
3972;TCP, UDP;ict-control Protocol.;
3973;TCP, UDP;ConnectShip Progistics.;
3974;TCP, UDP;Remote Applicant Tracking Service.;
3975;TCP, UDP;Air Shot.;
3976;TCP, UDP;Opsware Agent.;
3977;TCP, UDP;Opsware Manager.;
3978;TCP, UDP;Secured Configuration Server.;
3979;TCP, UDP;Smith Micro Wide Area Network Service.;
3980;TCP, UDP;Aircraft Cabin Management System.;
3981;TCP, UDP;Starfish System Admin.;
3982;TCP, UDP;ESRI Image Server.;
3983;TCP, UDP;ESRI Image Service.;
3984;TCP, UDP;MAPPER network node manager.;
3985;TCP, UDP;MAPPER TCP/IP server.;
3986;TCP, UDP;MAPPER workstation server.;
3987;TCP, UDP;Centerline.;
3988;TCP, UDP;DCS Configuration Port.;
3989;TCP, UDP;BindView-Query Engine.;
3990;TCP, UDP;BindView-IS.;
3991;TCP, UDP;BindView-SMCServer.;
3992;TCP, UDP;BindView-DirectoryServer.;
3993;TCP, UDP;BindView-Agent.;
3994;TCP, UDP;Objectika Administrator Server.;
3995;TCP, UDP;ISS Management Svcs SSL.;
3996;TCP, UDP;abcsoftware-01.;
3997;TCP, UDP;aes_db.;
3998;TCP, UDP;Distributed Nagios Executor Service.;
3999;TCP, UDP;Norman distributes scanning service.;
4000;TCP, UDP;Terabase, ICQ;
4001;TCP, UDP;NewOak.;
4002;TCP, UDP;pxc-spvr-ft.;
4003;TCP, UDP;pxc-splr-ft.;
4004;TCP, UDP;pxc-roid.;
4005;TCP, UDP;pxc-pin.;
4006;TCP, UDP;pxc-spvr.;
4007;TCP, UDP;pxc-splr.;
4008;TCP, UDP;NetCheque accounting.;
4009;TCP, UDP;Chimera HWM.;
4010;TCP, UDP;Samsung Unidex.;
4011;TCP, UDP;Alternate Service Boot.;
4012;TCP, UDP;PDA Gate.;
4013;TCP, UDP;ACL Manager.;
4014;TCP, UDP;TAICLOCK.;
4020;TCP, UDP;TRAP Port.;
4021;TCP, UDP;Nexus Portal.;
4022;TCP, UDP;DNOX.;
4023;TCP, UDP;ESNM Zoning Port.;
4024;TCP, UDP;TNP1 User Port.;
4025;TCP, UDP;Partition Image Port.;
4026;TCP, UDP;Graphical Debug Server.;
4027;TCP, UDP;bitxpress.;
4028;TCP, UDP;DTServer Port.;
4029;TCP, UDP;IP Q signaling protocol.;
4030;TCP, UDP;Accell/JSP Daemon Port.;
4031;TCP, UDP;UUCP over SSL.;
4032;TCP, UDP;VERITAS Authorize Server.;
4033;TCP, UDP;SANavigator Peer Port.;
4034;TCP, UDP;Ubiquinox Daemon.;
4035;TCP, UDP;WAP Push OTA-HTTP port.;
4036;TCP, UDP;WAP Push OTA-HTTP secure.;
4037;TCP, UDP;RaveHD network control.;
4038;TCP, UDP;Fazzt Point-To-Point.;
4039;TCP, UDP;Fazzt Administration.;
4040;TCP, UDP;Yo.net main service.;
4041;TCP, UDP;Rocketeer-Houston.;
4042;TCP, UDP;LDXP.;
4043;TCP, UDP;Neighbour Identity Resolution.;
4044;TCP, UDP;Location Tracking Protocol.;
4045;TCP, UDP;Network Paging Protocol.;
4046;TCP, UDP;Accounting Protocol.;
4047;TCP, UDP;Context Transfer Protocol.;
4048;TCP, UDP;Objectika Administrator Agent.;
4049;TCP, UDP;Wide Area File Services.;
4050;TCP, UDP;Wide Area File Services.;
4051;TCP, UDP;CPPDP, Cisco Peer to Peer Distribution Protocol.;
4052;TCP, UDP;VoiceConnect Interact.;
4053;TCP, UDP;CosmoCall Universe Communications Port 1.;
4054;TCP, UDP;CosmoCall Universe Communications Port 2.;
4055;TCP, UDP;CosmoCall Universe Communications Port 3.;
4056;TCP, UDP;Location Message Service.;
4057;TCP, UDP;Servigistics WFM server.;
4058;TCP, UDP;Kingfisher protocol.;
4059;TCP, UDP;DLMS/COSEM.;
4060;TCP, UDP;DSMETER Inter-Agent Transfer Channel.;
4061;TCP, UDP;Ice Location Service over TCP.;
4062;TCP, UDP;Ice Location Service over SSL.;
4063;TCP, UDP;Ice Firewall Traversal Service over TCP.;
4064;TCP, UDP;Ice Firewall Traversal Service over SSL.;
4065;TCP, UDP;Avanti Common Data.;
4066;TCP, UDP;Performance Measurement and Analysis.;
4067;TCP, UDP;Information Distribution Protocol.;
4068;TCP, UDP;IP Fleet Broadcast.;
4069;TCP, UDP;Minger.;
4070;TCP, UDP;TrIPE, Trivial IP Encryption.;
4071;TCP, UDP;Automatically Incremental Backup.;
4072;TCP, UDP;Zieto Socket Communications.;
4073;TCP, UDP;iRAPP Server Protocol.;
4074;TCP, UDP;Cequint City ID UI trigger.;
4075;TCP, UDP;ISC Alarm Message Service.;
4076;TCP, UDP;Seraph DCS.;
4077;TCP, UDP;Ascom IP Alarming.;
4078;TCP, UDP;Coodinated Security Service Protocol.;
4079;TCP, UDP;SANtools Diagnostic Server.;
4080;TCP, UDP;Lorica inside facing.;
4081;TCP, UDP;Lorica inside facing (SSL).;
4082;TCP, UDP;Lorica outside facing.;
4083;TCP, UDP;Lorica outside facing (SSL).;
4084;TCP, UDP;Fortisphere VM Service.;
4085;TCP, UDP;EZNews Newsroom Message Service.;
4086;TCP, UDP;Firewall/NAT state table synchronization.;
4087;TCP, UDP;APplus Service.;
4088;TCP, UDP;Noah Printing Service Protocol.;
4089;TCP, UDP;OpenCORE Remote Control Service.;
4090;TCP, UDP;OMA BCAST Service Guide.;
4091;TCP, UDP;EminentWare Installer.;
4092;TCP, UDP;EminentWare DGS.;
4093;TCP, UDP;Pvx Plus CS Host.;
4094;TCP, UDP;sysrq daemon.;
4095;TCP, UDP;xtgui information service.;
4096;TCP, UDP;BRE, Bridge Relay Element.;
4097;TCP, UDP;Patrol View.;
4098;TCP, UDP;drmsfsd.;
4099;TCP, UDP;DPCP.;
4100;TCP, UDP;IGo Incognito Data Port.;
4105;TCP, UDP;Shofar.;
4106;TCP, UDP;Synchronite.;
4107;TCP, UDP;JDL Accounting LAN Service.;
4108;TCP, UDP;ACCEL.;
4109;TCP, UDP;Instantiated Zero-control Messaging.;
4110;TCP, UDP;G2 RFID Tag Telemetry Data.;
